"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","quadname","Grazing","Group"
"1","q21",34,25,1.097309,0,1,2.39348602294922,1,"e1q4.1","No","lb1"
"2","q21",34,26,0.7438543,0,1,3.66252136230469,1,"e1q4.1","No","lb1"
"3","q21",34,37,3.732672,0,1,33.2012100219727,0,"e1q4.1","No","lb1"
"4","q21",34,28,1.361383,1,1,9.32565307617188,0,"e1q4.1","No","lb1"
"5","q21",34,29,5.707816,0,1,13.2679214477539,0,"e1q4.1","No","lb1"
"6","q21",34,27,7.299947,1,1,8.58281707763672,0,"e1q4.1","No","lb1"
"7","q21",34,34,4.995831,0,1,35.7030029296875,0,"e1q4.1","No","lb1"
"8","q21",34,35,7.44835,1,1,32.6252288818359,0,"e1q4.1","No","lb1"
"9","q21",34,36,5.218659,0,1,41.2936820983887,0,"e1q4.1","No","lb1"
"10","q21",34,38,4.784809,1,1,18.3858871459961,0,"e1q4.1","No","lb1"
"11","q21",34,30,3.922976,0,1,23.2930297851562,0,"e1q4.1","No","lb1"
"12","q21",34,39,3.219826,0,1,27.9477844238281,0,"e1q4.1","No","lb1"
"13","q21",34,40,1.840001,0,1,21.5301971435547,0,"e1q4.1","No","lb1"
"14","q21",34,32,10.62291,1,1,29.0787963867188,0,"e1q4.1","No","lb1"
"15","q21",34,33,1.263634,0,1,14.8514099121094,0,"e1q4.1","No","lb1"
"16","q21",34,31,1.765897,0,1,28.7466430664062,0,"e1q4.1","No","lb1"
"17","q21",36,41,8.674397,0,1,0.508110046386719,1,"e1q4.1","No","lb1"
"18","q21",37,42,26.08428,0,1,14.7642755508423,0,"e1q4.1","No","lb1"
"19","q21",46,44,10.33083,0,1,15.6020355224609,0,"e1q4.1","No","lb1"
"20","q21",46,43,16.34812,1,1,7.31627655029297,0,"e1q4.1","No","lb1"
"21","q21",49,47,40.32272,0,1,13.9446659088135,0,"e1q4.1","No","lb1"
"22","q21",49,45,4.72162,1,1,22.9215354919434,0,"e1q4.1","No","lb1"
"23","q21",49,46,4.374179,0,1,3.66047692298889,0,"e1q4.1","No","lb1"
"24","q21",52,48,9.299331,1,1,0.797279357910156,1,"e1q4.1","No","lb1"
"25","q21",54,52,1.826936,0,1,12.8970794677734,0,"e1q4.1","No","lb1"
"26","q21",54,51,5.790029,0,1,20.0241012573242,0,"e1q4.1","No","lb1"
"27","q21",54,49,4.888697,0,1,32.1456527709961,0,"e1q4.1","No","lb1"
"28","q21",54,57,0.6881522,0,1,11.2857360839844,0,"e1q4.1","No","lb1"
"29","q21",54,54,3.867035,0,1,9.36771392822266,0,"e1q4.1","No","lb1"
"30","q21",54,50,3.357346,0,1,18.0215682983398,0,"e1q4.1","No","lb1"
"31","q21",54,61,0.6881555,0,1,6.86425018310547,0,"e1q4.1","No","lb1"
"32","q21",54,58,3.648706,0,1,12.5894241333008,0,"e1q4.1","No","lb1"
"33","q21",54,55,6.971477,0,1,11.7354888916016,0,"e1q4.1","No","lb1"
"34","q21",54,56,1.551701,0,1,4.74549865722656,0,"e1q4.1","No","lb1"
"35","q21",54,62,0.5391975,0,1,3.98667907714844,0,"e1q4.1","No","lb1"
"36","q21",54,53,2.562276,0,1,7.09878540039062,0,"e1q4.1","No","lb1"
"37","q21",54,60,0.7917082,0,1,1.40476226806641,1,"e1q4.1","No","lb1"
"38","q21",54,59,0.6881461,0,1,7.97553253173828,0,"e1q4.1","No","lb1"
"39","q21",56,63,16.58592,1,1,16.5041027069092,0,"e1q4.1","No","lb1"
"40","q21",57,65,7.666517,0,1,8.70606803894043,0,"e1q4.1","No","lb1"
"41","q21",57,64,6.692677,1,1,24.4609527587891,0,"e1q4.1","No","lb1"
"42","q21",60,67,16.27959,1,1,6.17943572998047,0,"e1q4.1","No","lb1"
"43","q21",60,66,178.9836,1,1,-0.750328063964844,0,"e1q4.1","No","lb1"
"44","q21",61,68,10.6805,1,1,38.429859161377,0,"e1q4.1","No","lb1"
"45","q21",62,70,0.7328165,0,1,13.8329477310181,0,"e1q4.1","No","lb1"
"46","q21",62,69,3.062617,0,1,8.757568359375,0,"e1q4.1","No","lb1"
"47","q21",63,72,0.6680013,0,1,13.8323860168457,0,"e1q4.1","No","lb1"
"48","q21",63,73,0.6271468,0,1,18.9062900543213,0,"e1q4.1","No","lb1"
"49","q21",63,71,30.49569,1,1,11.161979675293,0,"e1q4.1","No","lb1"
"50","q21",64,75,13.87159,0,1,1.02867770195007,1,"e1q4.1","No","lb1"
"51","q21",64,74,5.751617,0,1,12.4235153198242,0,"e1q4.1","No","lb1"
"52","q21",67,77,4.513832,0,1,21.2102279663086,0,"e1q4.1","No","lb1"
"53","q21",67,76,3.628255,0,1,17.0863265991211,0,"e1q4.1","No","lb1"
"54","q23",57,29,2.467372,0,1,1.57060241699219,1,"e1q4a.1","No","lb1"
"55","q23",57,28,5.277493,1,1,1.31101226806641,1,"e1q4a.1","No","lb1"
"56","q23",61,30,16.48611,0,1,20.7131500244141,0,"e1q4a.1","No","lb1"
"57","q23",64,31,189.3165,1,1,0.642448425292969,0,"e1q4a.1","No","lb1"
"58","q23",71,42,0.7189082,0,1,10.8269119262695,0,"e1q4a.1","No","lb1"
"59","q23",71,38,0.7189049,0,1,15.1364974975586,0,"e1q4a.1","No","lb1"
"60","q23",71,41,0.7189018,0,1,14.0031509399414,0,"e1q4a.1","No","lb1"
"61","q23",71,39,0.7189018,0,1,6.56522369384766,0,"e1q4a.1","No","lb1"
"62","q23",71,35,0.7189082,0,1,0.0753631591796875,1,"e1q4a.1","No","lb1"
"63","q23",71,37,0.7189049,0,1,8.66712188720703,0,"e1q4a.1","No","lb1"
"64","q23",71,32,0.7189082,0,1,2.39833068847656,1,"e1q4a.1","No","lb1"
"65","q23",71,33,0.7188984,0,1,5.37637329101562,0,"e1q4a.1","No","lb1"
"66","q23",71,34,0.7189082,0,1,5.82298278808594,0,"e1q4a.1","No","lb1"
"67","q23",71,36,0.7189082,0,1,5.62126922607422,0,"e1q4a.1","No","lb1"
"68","q23",71,43,0.7189045,0,1,4.51984405517578,0,"e1q4a.1","No","lb1"
"69","q23",71,40,0.7189018,0,1,12.3724136352539,0,"e1q4a.1","No","lb1"
"70","q24",34,33,1.51263,0,1,0.131988525390625,1,"e1q4a.2","No","lb1"
"71","q24",34,32,2.376491,0,1,3.47632598876953,0,"e1q4a.2","No","lb1"
"72","q24",34,31,7.811436,1,1,5.34262847900391,0,"e1q4a.2","No","lb1"
"73","q24",34,30,6.11342,0,1,32.6466979980469,0,"e1q4a.2","No","lb1"
"74","q24",37,35,4.515401,1,1,28.4329700469971,0,"e1q4a.2","No","lb1"
"75","q24",37,34,3.822492,1,1,39.4158096313477,0,"e1q4a.2","No","lb1"
"76","q24",64,36,7.348566,1,1,-0.356956481933594,1,"e1q4a.2","No","lb1"
"77","q24",71,37,0.6999996,0,1,11.0999984741211,0,"e1q4a.2","No","lb1"
"78","q24",71,42,0.6799998,0,1,8.5,0,"e1q4a.2","No","lb1"
"79","q24",71,43,0.722499,0,1,2.40000152587891,1,"e1q4a.2","No","lb1"
"80","q24",71,39,0.6650011,0,1,8.65000152587891,0,"e1q4a.2","No","lb1"
"81","q24",71,40,0.7199988,0,1,5.09999847412109,0,"e1q4a.2","No","lb1"
"82","q24",71,41,0.6750015,0,1,11.5500030517578,0,"e1q4a.2","No","lb1"
"83","q24",71,38,0.6999976,0,1,9.75,0,"e1q4a.2","No","lb1"
"84","q25",34,20,3.867419,0,1,12.6274642944336,0,"e1q5.1","No","bb1"
"85","q25",34,21,8.875511,1,1,28.5313110351562,0,"e1q5.1","No","bb1"
"86","q25",34,15,8.387486,0,1,0.461082458496094,1,"e1q5.1","No","bb1"
"87","q25",34,16,8.281858,0,1,6.5673828125,0,"e1q5.1","No","bb1"
"88","q25",34,32,13.19199,1,1,26.4016094207764,0,"e1q5.1","No","bb1"
"89","q25",34,18,4.538327,1,1,8.23220825195312,0,"e1q5.1","No","bb1"
"90","q25",34,19,3.958719,0,1,11.5246124267578,0,"e1q5.1","No","bb1"
"91","q25",34,31,8.760097,1,1,35.0529403686523,0,"e1q5.1","No","bb1"
"92","q25",34,23,5.189007,0,1,38.569019317627,0,"e1q5.1","No","bb1"
"93","q25",34,33,12.97169,1,1,28.1030941009521,0,"e1q5.1","No","bb1"
"94","q25",34,34,6.275589,0,1,30.3487453460693,0,"e1q5.1","No","bb1"
"95","q25",34,22,5.975692,0,1,36.1435432434082,0,"e1q5.1","No","bb1"
"96","q25",34,27,9.663177,0,1,30.7720489501953,0,"e1q5.1","No","bb1"
"97","q25",34,24,4.469795,0,1,30.8533706665039,0,"e1q5.1","No","bb1"
"98","q25",34,25,13.88616,1,1,37.4005126953125,0,"e1q5.1","No","bb1"
"99","q25",34,26,12.30578,1,1,37.1090927124023,0,"e1q5.1","No","bb1"
