"ARTR","HECO","POSE","PSSP"
0.206217125764455,0.295938251512158,0.417270938916013,0.262143153932454
0.204745550205288,0.218487113351305,0.33467402877087,0.15431215295695
0.217967738824691,0.194841822899751,0.378038491450214,0.210569606938971
0.261022612273237,0.170603341220476,0.313272763364724,0.178944751635355
0.282116718109271,0.177184280917461,0.370443429816335,0.246323880978853
0.240569541492545,0.210819110756985,0.308022121166169,0.223816288539503
0.163906687257143,0.164647262019499,0.267560271129075,0.250443276448664
0.212223747717962,0.144494916076576,0.297989610015042,0.202920828515055
0.255779477266385,0.179033881051066,0.351165851210027,0.184879109810861
0.219421686520032,0.130506613707466,0.343590247821355,0.189210929568981
0.215658118007411,0.0816431393208803,0.347209276291764,0.129920268874347
0.260283651736864,0.110564575131989,0.37793723609891,0.144703654866295
0.317606940439848,0.210791494875424,0.518526984596696,0.255856711690209
0.283342949841729,0.197336036350792,0.42277470604414,0.304606439401823
0.395617237143195,0.292823321908436,0.54072508060251,0.451787369020109
0.374488851146983,0.29140631585545,0.610491736257302,0.374541588066596
0.461449600371949,0.291030516559428,0.624762896312413,0.424221527101932
0.478572257634723,0.273673386769566,0.572643225131603,0.493931714997444
0.432972416618172,0.25946923912918,0.580460991969577,0.399200132020176
0.400457661763844,0.226779568612491,0.600146431222967,0.321065173877249
0.499002411762902,0.258184761998616,0.674761136528624,0.298332873922163
0.503967435844341,0.333754744190187,0.734737262580559,0.374036317175963
0.353366351072743,0.207338796492783,0.561358001727702,0.233219121048143
0.337098226113833,0.227919487739768,0.651365289396848,0.222679442002176
0.307069949673306,0.331778622610479,0.806062824541268,0.25700136758019
0.411203541866077,0.416966782170818,0.9958603005333,0.332212714687581
0.376182159783715,0.40473813872378,0.967110683790726,0.324560724248692
0.36019570334432,0.343361009209626,0.893729092216031,0.295664039283169
0.357713742934405,0.42059561842102,1.02537771003099,0.35310223542612
0.321755760300978,0.270389786388062,0.826878494397381,0.271165159648989
0.291416417521827,0.175435635960686,0.692624235618472,0.220590325695577
0.245779597888476,0.186852299388889,0.750741155725942,0.27281051945389
0.331204301045236,0.228399035988022,0.826099747370428,0.331192108665708
0.208155211952263,0.167936147174833,0.677801062964044,0.243335236522816
0.240923201633631,0.274157044855708,0.862453973253744,0.382098596661616
0.189242351462828,0.263413248398612,0.848162409563194,0.34365290879177
0.237190635248041,0.280224454401435,0.845748333252526,0.31367306035572
0.257634112710253,0.351513682067,0.968435785074774,0.4298367740803
0.187193852403626,0.262564050947139,0.827059695001579,0.314980034095784
0.181327858718499,0.188978928683738,0.692319934522906,0.255516517514118
0.0901006996533398,0.131187787477127,0.559181184102728,0.194857046866944
0.0907355808536851,0.144167877125652,0.606904971142089,0.219114593800672
0.0857825251255784,0.0827022906251818,0.508522707008538,0.153963830453567
-0.00288310682463726,0.0159660643270836,0.325391660597637,0.0903683813129918
-0.0165097869625163,0.00164786462638999,0.310266127898146,0.0828778808311363
0.0510379176992258,0.0642376549565135,0.462773070534402,0.156539573925572
0.0430498419622807,0.0150950734926323,0.376465743212808,0.09086283870383
0.10237594933571,0.0572741661910392,0.45078579514674,0.123687942458095
0.174166010750103,0.108382428708736,0.605442588569044,0.190516995055871
0.0987828766338707,0.0480212663282951,0.419715916417643,0.142848741528605
0.195008877162983,0.139402053042969,0.605493577744381,0.2178111302918
0.144336336050244,0.101818767514887,0.488697739950548,0.187419449720041
0.0715233450138452,0.0440469638048329,0.388210447500185,0.148352552013513
0.150740868145886,0.121864382657325,0.53877735417884,0.173943021771842
0.160122537271491,0.16646339540126,0.596416139136928,0.201848477707484
0.266214912119652,0.260366325436182,0.792030787760032,0.278137384102419
0.315335004397383,0.294649739223336,0.844431232050437,0.326845970006668
0.378352320349578,0.296884741538804,0.861361430571221,0.34307262869401
0.381063173142824,0.237154201097118,0.756466592054628,0.326007603040282
0.49037007577058,0.377037750490609,0.973723681258552,0.481547954203451
0.450012497458575,0.255084707454015,0.785400483343647,0.359182858416803
0.482529995030522,0.205499641149514,0.718451476877137,0.354639072159711
0.458534694273229,0.298856074352086,0.880625439423865,0.413582123225608
0.296099891967925,0.177217844857714,0.657433641828365,0.277137581927767
0.378561429161305,0.2061848398715,0.740235728959797,0.282531657021227
0.464606407522688,0.326098196740394,0.916542868752158,0.388885055636408
0.507613574825348,0.474139685613127,1.11490589407296,0.522080606785544
0.637038503423016,0.595493667705979,1.26859140002072,0.594149025013211
0.681922394573526,0.749416039982823,1.4965476383586,0.752154252899718
0.753560913979739,0.813580867672619,1.60125005715199,0.812456681038503
0.758252451512844,0.828542476804661,1.60168940125568,0.784499075241429
0.703780156846414,0.713665648876828,1.42112690517636,0.636872490532522
0.819808059564797,0.785443529228081,1.51301478739699,0.678787418473593
0.664632065610706,0.645210515087004,1.27260454549469,0.500653924276523
0.557614339010921,0.498987607987084,1.05933580949554,0.346026771940401
