"ARTR","HECO","POSE","PSSP","yearParams"
0.399205383531511,-0.103846781627173,0.194006407155769,0.423197511100217,1
0.187852497732901,0.142549175747174,0.585586920492451,0.586259398123531,2
-0.0138907771169966,0.334618605122042,0.495435850762695,0.335357832665401,3
0.324262420372497,0.16283380914224,0.349048004969912,-0.0975027111664044,4
-0.522661667045125,0.436944861777346,0.604332917050142,0.413787434377499,5
-0.409988234749315,-0.0495172937071265,-0.247527128750328,-0.428048579525085,6
0.389852570769254,0.376354527197109,0.91090900147179,0.150951483239565,7
0.0362617080155609,0.970466621955566,0.319088100801542,1.15355142436363,8
0.247407085622345,0.384895489965602,0.336088427438777,-0.193330978841563,9
0.250651099553536,0.622773979381584,0.583956050546578,0.486841148598223,10
0.097655975680986,0.596136459668347,0.601911659243113,0.359940858878921,11
0.200264484615594,0.190228856546431,0.280191902261589,0.137632382024662,12
0.107823318689744,0.575426545010098,1.08863967194643,0.348525620942034,13
0.026166738523932,0.20307145287192,1.2521601312291,0.427426815512285,14
-0.396617215262094,1.18267550598867,0.68901142654709,0.444827103059453,15
-0.299150346298225,0.606893921087612,0.792293713084411,0.662125094482762,16
0.576950382808181,0.494190394157616,0.349540833916385,0.40341075849942,17
0.00855147715972116,0.511123195846404,0.550362081390526,0.392893398027183,18
0.619734782008107,0.672285089877506,0.379271210095639,0.495784148654492,19
0.29357326755653,-0.00168955422708044,0.558010062746072,0.0593205958423579,20
-0.0924304750327355,-0.229118233130773,-0.296748877773058,-0.0181152924065993,21
0.39824986076259,0.0276193669444179,1.27467131366257,0.176506657557013,22
