"","2.5%","25%","50%","75%","97.5%"
"NBbeta.mu[1]",-0.0270915604063296,-0.0238177556711986,-0.0220992464837012,-0.0204007264930128,-0.0171535853994674
"NBbeta.mu[2]",-0.00513510557344416,-0.00279492809538776,-0.00161282425364436,-0.000724799573417009,-6.87902977558616e-05
"NBbeta.tau",0.0100181743157873,0.663009225051846,1.85772552041927,3.65654637096062,9.01372650569108
"intG[1]",-0.0350114613444667,-0.00513076328090775,0.0102356717979963,0.026170601946708,0.0618197200883358
"intG[2]",-0.0411877522026521,-0.00621235920974,0.00982832018608437,0.0245863038488732,0.0529638214749955
"intG[3]",-0.0365557139270571,-0.00863504851819849,0.00655453872283912,0.0236009242776498,0.0619133846458311
"intG[4]",-0.0873713752070641,-0.0472619010125965,-0.0286326077230897,-0.0119634103654786,0.0179189633162936
"intG[5]",-0.00370213680379162,0.0211898764591556,0.0340925307435662,0.0481338428772825,0.0798360384168946
"intG[6]",-0.0298065091780134,-0.00205662413155571,0.0123747047511291,0.0275616469355413,0.0610008063951221
"intG[7]",-0.0833200383825384,-0.0364731055762586,-0.0157668395447017,0.00349276724880128,0.0428716842430348
"intG[8]",-0.027052689077751,0.00810195271985591,0.0277034960543878,0.0495474085565197,0.0997067991382291
"intG[9]",-0.13233326966389,-0.0867292124298872,-0.0592787962172866,-0.0377075396859163,-0.00956427260196278
"intG[10]",-0.0451683025935294,-0.0147041338107734,0.00281111466057724,0.0247807234875247,0.0701177318075693
"intcpt.mu",0.513328967718827,0.647859866415858,0.783812268793529,0.915619924186635,1.04595777108483
"intcpt.tau",3.26929366861778,4.81933830944445,5.81883580796006,6.98312785646762,9.66260796578031
"intcpt.yr[1]",0.106565540146724,0.250958040403242,0.318421528668016,0.379473106618989,0.486781019830741
"intcpt.yr[2]",-0.0493301389082107,0.183680201646028,0.336718657401995,0.441966958075427,0.586420727839064
"intcpt.yr[3]",0.0623543846689973,0.30947341611004,0.42596935654711,0.536390000974036,0.744084152251455
"intcpt.yr[4]",0.459803833045587,0.650377782220056,0.745560680078184,0.84198147093554,1.01843526571052
"intcpt.yr[5]",0.917596881544739,0.998699352573738,1.04001278078494,1.08226276246159,1.16687002713254
"intcpt.yr[6]",0.496967456707923,0.636953805377291,0.7147574155988,0.775408363450077,0.868840031439587
"intcpt.yr[7]",0.0638003286427524,0.27998703676439,0.379039297060209,0.4747744517423,0.672193584704571
"intcpt.yr[8]",0.103624122627883,0.364398055921137,0.486991146702745,0.589473312309124,0.773927607924988
"intcpt.yr[9]",0.544779994956009,0.814509995564636,1.01616299153242,1.16742609825663,1.36200681331736
"intcpt.yr[10]",0.330645353541404,0.595699318635242,0.734907239332071,0.854871125440768,1.05232218574442
"intcpt.yr[11]",0.897117582743017,1.05727524581856,1.13269588376362,1.20524075367475,1.34093720736571
"intcpt.yr[12]",0.630264615047543,0.782168427753365,0.855701821161925,0.921554127287949,1.03485322048557
"intcpt.yr[13]",0.960705537489981,1.08449814152281,1.20841504723932,1.30745933150268,1.40366674541248
"intcpt.yr[14]",0.7428122052692,0.870691491754367,1.06360629406923,1.2288192726321,1.34138177165777
"intcpt.yr[15]",0.0873631861581581,0.246236076331659,0.604795056579496,0.912239387893003,1.03008561553173
"intcpt.yr[16]",0.127588454196109,0.278256218282436,0.516218671252099,0.744224341381304,0.881464935751726
"intcpt.yr[17]",0.627092528901826,0.760779835576795,1.05369296160228,1.28176482358905,1.39102993790371
"intcpt.yr[18]",0.345266450463463,0.492903232037573,0.867081345393765,1.15484181513334,1.27092855235336
"intcpt.yr[19]",-0.575285229297672,-0.386385334497909,-0.0919672394130995,0.159121390526817,0.323286304525871
"intcpt.yr[20]",0.133046891260564,0.368789916750253,0.533788066926957,0.6797435572225,0.878020538082224
"intcpt.yr[21]",0.889724751802176,1.03985289281899,1.1204500702874,1.20255992643027,1.35555906292747
"intcpt.yr[22]",0.47197026372052,0.649550638960227,0.82236153946144,0.962281187689485,1.11336226828115
"intcpt.yr[23]",0.221969809269893,0.420283584913406,0.578246215562792,0.722293986214043,0.902946707830939
"intcpt.yr[24]",0.632178302116603,0.849446688020331,1.01418685976495,1.21079943709032,1.49831070519523
"intcpt.yr[25]",0.660635353811263,0.944171634378287,1.07984632592707,1.21210490499613,1.45754214524654
"intcpt.yr[26]",0.806004016746075,0.97316549979828,1.06896344121742,1.16130045551558,1.31532867171417
"intcpt.yr[27]",0.833843772499653,0.996552703492192,1.09002596130529,1.18577346332807,1.35352085614623
"intcpt.yr[28]",0.617652170225714,0.812636437406663,0.928351570033623,1.04665971213766,1.25271392086475
"intcpt.yr[29]",0.669492649030574,0.99280836363246,1.25132775790579,1.49885054820738,1.79810633025572
"intcpt.yr[30]",0.375425664744781,0.720725367879694,0.933100609480453,1.15279767275786,1.51683860185066
"intcpt.yr[31]",0.823136364532743,1.067615652544,1.26321378872967,1.44608325555647,1.67900034790443
"intcpt.yr[32]",-0.158482670297367,0.1004241103271,0.242734358383489,0.369523070458344,0.579423499937413
"slope.mu",0.587945285296131,0.753822743823477,0.7951106523726,0.856008602326617,1.10429321784347
"slope.tau",0.818842414513854,1.31826532511079,4.78827788049005,22.9123834446276,33.9042472692371
"slope.yr[1]",0.756605227002448,0.799633569350438,0.823394355669486,0.847833006757287,0.896301441111283
"slope.yr[2]",0.629736896015135,0.689022036677116,0.731033795947919,0.786116705833612,0.868548119727918
"slope.yr[3]",0.55573307440038,0.630115708062274,0.669782143801881,0.710746169948629,0.790704970287809
"slope.yr[4]",0.516443798705795,0.586604221435016,0.624136081612839,0.662078995991522,0.735005493758235
"slope.yr[5]",0.730446569274306,0.773290155437052,0.796592682252652,0.820765176440349,0.865575257810571
"slope.yr[6]",0.689681385129054,0.730772760904576,0.770550668378709,0.818926366721868,0.869582269124541
"slope.yr[7]",0.434003513688586,0.502069964883152,0.53429247964365,0.565927377744863,0.628537011636939
"slope.yr[8]",0.634149371201009,0.712797515669788,0.757408142826652,0.80871960788723,0.910134648478524
"slope.yr[9]",0.512674882972662,0.594234342236098,0.657666666472482,0.732744468262819,0.831675243882909
"slope.yr[10]",0.5357993933447,0.61461275781719,0.664974069186538,0.720679324244479,0.813470089147117
"slope.yr[11]",0.701645377019278,0.769323229184901,0.807222394395338,0.842935307084989,0.905951805890247
"slope.yr[12]",0.720612308017296,0.768830606349913,0.796371398055734,0.823657188252595,0.872524548934368
"slope.yr[13]",0.616388835470331,0.651217620018853,0.695624328937151,0.742029360684187,0.778706539553929
"slope.yr[14]",0.690249086969466,0.727535017122798,0.789607621375763,0.851357391990332,0.886579939032566
"slope.yr[15]",0.666447987766408,0.70018593013383,0.803931202109724,0.904826638033998,0.944283599926208
"slope.yr[16]",0.725020079467063,0.765249355430387,0.845466941113624,0.916115961822636,0.953567637077456
"slope.yr[17]",0.659135876133889,0.692233223173547,0.774463064932674,0.86063105247102,0.894248279991886
"slope.yr[18]",0.614858546811316,0.648272142398671,0.743007990150094,0.837084120979636,0.872750725809125
"slope.yr[19]",0.781960002571355,0.827651339725427,0.905347223353826,0.984135516719806,1.02876036202711
"slope.yr[20]",0.574219984810845,0.627346447071891,0.661830251323471,0.69677365854876,0.754074320332184
"slope.yr[21]",0.693118118937297,0.751018271074117,0.7838515902332,0.813463825064036,0.859735794051066
"slope.yr[22]",0.681352696098642,0.728112335571833,0.783843034446523,0.841641250633986,0.888351338070384
"slope.yr[23]",0.783917135405993,0.838474149080847,0.893809474479471,0.945535286574368,0.995980853932852
"slope.yr[24]",0.645959726614627,0.699108358231238,2.55941595951363,5.52059652237566,6.00252700071798
"slope.yr[25]",0.519327631233211,0.608219342864285,0.65494401300472,0.700816900955213,0.788395848911908
"slope.yr[26]",0.572135108860879,0.631212267151369,0.669937855314546,0.708296946421327,0.764415705576397
"slope.yr[27]",0.634032039442052,0.695035434414324,0.736052703347438,0.772966712617929,0.826474696983294
"slope.yr[28]",0.668822316714553,0.735111206054453,0.780438472379546,0.822135108667651,0.879507821873622
"slope.yr[29]",0.47771011741783,0.566260237913523,0.650918205996943,0.732227411735827,0.820363919301
"slope.yr[30]",0.599160772999188,0.706541339104904,0.780119805771836,0.844185015120962,0.935183227354178
"slope.yr[31]",0.434001753084813,0.505928976228682,0.558674965456601,0.610410245934359,0.679635410675131
"slope.yr[32]",0.68897117030881,0.757240468748353,0.796939115084813,0.837650172774082,0.909766246805433
"tau",0.238799713665604,0.248612101443777,0.777254501234591,1.53680481855964,1.64828126707576
"tauGroup",143.644793690082,369.765976442789,611.025918942622,1015.48018629636,2399.52995665461
"tauSize",-0.445331999361211,-0.422808747926467,-0.0519217459805256,0.293933240218028,0.307655141631322
