"Year","Intercept.yr","logarea.t0.yr","Group","GrpName","Intercept","logarea.t0","crowd1","crowd2","crowd3","alpha","sigma.a","sigma.b"
101,-0.744301935282187,-0.0018332055811736,-0.119606495109528,1,0.850385118004907,0.812230012069922,-0.00053467967008665,0.00181288483089237,-0.000736051109956112,0.003,2.44221156807473,-0.410860685857434
102,-0.297792901455622,-0.00533219031277887,0.20313924312613,2,NA,NA,NA,NA,NA,0.018,NA,NA
103,-0.723452611408149,-0.00499075641426468,-0.0835454203511511,3,NA,NA,NA,NA,NA,9e-04,NA,NA
104,0.140465092471934,-0.000683072321554767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,-0.275252058173022,-0.00307874781178136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,-1.28805028300858,-0.00759366804042742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.50159972494343,0.00100786795256742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.312560192608998,0.000504427819611129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.0836146621542501,-0.00190168149868534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.0150312474812024,0.00100943024473881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,-0.0672921979886107,-0.000710277688257464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0.0953557443181684,0.000783758678845298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.3273420504433,4.93447979913901e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.070532884201228,0.00107966806290602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,-0.019254228454361,0.000944565535324295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.0597352489953141,-0.000187770269086138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.213105091343264,0.00108768926413461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.314447252274139,-0.00178055211700159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,-0.0363045891740133,-0.000427654393564258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,-0.0187035338847536,3.45662617613799e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.21802365998328,0.00268465439147379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,-0.175570571907616,0.00240065532995759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.166469156563322,0.00226984407051256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,-0.0940763970514925,0.00267549538428841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.182338602029029,0.00123776370066062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,-0.18559313561565,0.00239466856101537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.61993463966409,0.000921932731217854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,0.162158494580876,0.00397915613632397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,-0.299627983332899,-0.00125190546659597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,-0.114376636754841,8.45140179213233e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0.404354474078407,-0.000191994930441193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.218289765094092,-0.000868537103143464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.0713133979391458,0.00216058795961954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.162976287808735,0.000286226668631657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
