"Year","Intercept.yr","logarea.t0.yr","Group","GrpName","Intercept","logarea.t0","crowd1","crowd2","crowd3","alpha","sigma.a","sigma.b"
101,-0.355556979336301,-0.000756175334498079,-0.021570344914626,1,1.16937023969118,0.716145470580637,4.19103815584369e-05,-0.00539717118968896,-0.000283914274581466,0.003,1.73804594994811,-0.389241015512521
102,0.0078327682539509,-6.73117009627662e-05,0.0228327556128635,2,NA,NA,NA,NA,NA,0.018,NA,NA
103,0.19983080629519,0.000182529682153168,-0.000965440830957991,3,NA,NA,NA,NA,NA,9e-04,NA,NA
104,0.284948599999703,0.000600162910130905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0.0397014300355156,8.53112122315399e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,-0.809978325576062,-0.00274690356376043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.118752075149993,-0.00181895278184463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1.02040882790313,0.00165758908425083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,-0.157279580193696,-4.72552232412888e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.0647546748394525,0.000937346012213063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,-0.249937438105552,-0.000802513892557974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0.0683684688053602,0.000494475215119307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.403663782639273,-3.96474290479599e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,-0.039649724790377,0.000441114181419721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,-0.0244349177148318,0.000412154946043203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.179790223113723,1.70065949244035e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,-0.0119704489842819,-0.000359599077630961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.259269432841341,0.000464799924878826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,-0.126996512777765,0.000483125516992218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,-0.242537954800202,0.000444328137932358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,-0.231437729876028,0.00158912652325034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,-0.520766089835557,-0.000152871080492695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.0495559226983499,-0.0010800519320898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,-0.0117683644667452,0.000496777849690257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.554510542256327,-2.1802069857056e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,-0.430226701356451,-0.00135880035716897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.72202828022921,0.000703067906520944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,-0.282371371003356,0.00250639433026881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,-0.526578685230873,-0.00137947406842958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,0.104341968484431,0.00127009607352695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0.207253217571594,-0.00048497802630295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,-0.738479168063977,-0.000302122086688378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.340182115324919,-0.00137398600604077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.134776499576739,-6.85450036142255e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
