"Year","Intercept.yr","logarea.yr","Group","Intercept","logarea","crowd1","crowd2","crowd3","alpha"
"34",-0.033743542684116,-0.122731801737484,-0.514893377186748,-2.26151272336885,1.11147143065107,0.00184607528235452,-0.0502027538617128,-0.0125505884517761,0.006
"35",-0.0147906663813284,-2.69725335167174e-05,0.950087188672026,NA,NA,NA,NA,NA,0.012
"36",-0.0160018422279567,-0.0254126533120252,-0.437539631008041,NA,NA,NA,NA,NA,0.007
"37",0.0149845312822707,0.0649541603851595,NA,NA,NA,NA,NA,NA,NA
"38",-0.0312444034494855,-0.0565164436580955,NA,NA,NA,NA,NA,NA,NA
"39",-0.113081684407514,-0.227216074292849,NA,NA,NA,NA,NA,NA,NA
"40",0.101868823574123,0.102297194018415,NA,NA,NA,NA,NA,NA,NA
"41",0.0864751105575456,0.0899791456208301,NA,NA,NA,NA,NA,NA,NA
"42",0.0568791497716022,0.0643615023441674,NA,NA,NA,NA,NA,NA,NA
"43",-0.0139977949815749,0.0119760865979897,NA,NA,NA,NA,NA,NA,NA
"44",-0.0408512695265288,0.0552341341143923,NA,NA,NA,NA,NA,NA,NA
"45",0.102449300065397,0.158677597492755,NA,NA,NA,NA,NA,NA,NA
"46",0.0787843534850262,0.0994663396311586,NA,NA,NA,NA,NA,NA,NA
"47",0.0106453979377337,0.021873188786941,NA,NA,NA,NA,NA,NA,NA
"48",0.0519400684519191,0.138086507793961,NA,NA,NA,NA,NA,NA,NA
"49",0.0222861688474365,0.0994565861938446,NA,NA,NA,NA,NA,NA,NA
"50",0.115404890824307,0.0588743908700964,NA,NA,NA,NA,NA,NA,NA
"51",0.142995509048463,0.205774911714031,NA,NA,NA,NA,NA,NA,NA
"52",0.00153649195695754,0.0520068614010426,NA,NA,NA,NA,NA,NA,NA
"53",0.126072733111052,0.130645207979798,NA,NA,NA,NA,NA,NA,NA
"54",-0.0355243497388325,-0.0362501106225219,NA,NA,NA,NA,NA,NA,NA
"55",-0.0476004599801536,0.00651205041207407,NA,NA,NA,NA,NA,NA,NA
"56",-0.0253556542567358,-0.0656955079997249,NA,NA,NA,NA,NA,NA,NA
"57",-0.0245261648240731,-0.0188074695634736,NA,NA,NA,NA,NA,NA,NA
"58",0.091540229868627,0.0772963930667081,NA,NA,NA,NA,NA,NA,NA
"59",-0.0138322160429861,-0.0133950321663793,NA,NA,NA,NA,NA,NA,NA
"60",0.0329019031983679,-0.0692497776385518,NA,NA,NA,NA,NA,NA,NA
"61",-0.151292715947952,-0.291360939910216,NA,NA,NA,NA,NA,NA,NA
"62",0.0221826288014881,0.0389587370925723,NA,NA,NA,NA,NA,NA,NA
"63",0.00213634614257799,0.0382082381932854,NA,NA,NA,NA,NA,NA,NA
"64",-0.0801522725618088,-0.2293944090678,NA,NA,NA,NA,NA,NA,NA
"65",-0.291987752945993,-0.280384234947891,NA,NA,NA,NA,NA,NA,NA
"66",-0.0134351528256898,-0.118271696691336,NA,NA,NA,NA,NA,NA,NA
"67",-0.122845256208257,-0.206071041790767,NA,NA,NA,NA,NA,NA,NA
