"time","ARTR","HECO","POSE","PSSP"
1,0.0667530914740969,0.00343127146532608,0.00452738127107486,0.00386155046385023
2,0.0337992714707549,0.00287538076927697,0.00209502922131206,0.00295812252240259
3,0.021609101190304,0.00280102705170307,0.00176791914319695,0.00275976571191834
4,0.0179034288547768,0.0018857631712538,0.0028557736220256,0.00220094346005833
5,0.0244628073091278,0.00206074472149551,0.00305486124894281,0.00190713495281635
6,0.0226858171386696,0.00267902223724026,0.00379592608416046,0.00232668409878334
7,0.0207832259444398,0.00371831126784202,0.00563233882043546,0.0028286223899862
8,0.0188599164752179,0.00522518363199702,0.00605271753829431,0.00310662237846035
9,0.0163369479816047,0.0042625437616603,0.00688542919202254,0.0024922636916111
10,0.0137596221935983,0.00323127194276467,0.00253721549610286,0.00216123718518384
11,0.0179662347868018,0.00310340127108991,0.00372235295346811,0.00211500991375371
12,0.0252487069571174,0.00358386270157794,0.00494567625457809,0.00331525067968302
13,0.0282000428783839,0.00498341163023175,0.00516544473433466,0.00451954272504905
14,0.0479414587252723,0.00431561980998042,0.00391168335682387,0.00559588051396415
15,0.070099397786919,0.00382277271628478,0.00305029437557379,0.00653121408634547
16,0.0462290874893805,0.00527614105640423,0.00421280733254141,0.00732054654234123
17,0.0481647129171412,0.00641862143585567,0.00491280091768181,0.00831964108679567
18,0.0669731447617644,0.00668225179325021,0.0052724488288306,0.00959015404147902
19,0.0503561434620145,0.00520448948398074,0.00202113701198295,0.00856476327683873
20,0.0453015335298335,0.00663854780324863,0.00303389010246266,0.00915536670632513
21,0.0388948240880295,0.00656214157244242,0.00312526199433371,0.011218851912916
22,0.0447880278783919,0.00829976840813433,0.00337733424929437,0.0120132441377675
23,0.0637025405998677,0.0117100754269859,0.00332269755342373,0.0137683399615838
24,0.0483909362817664,0.00867891287650657,0.00143896636632475,0.0121280638633303
25,0.053098084887064,0.00712274499968103,0.0018629325255655,0.0104173257837865
26,0.0475787449419065,0.00926761485256614,0.00293423230085822,0.0118386123820431
27,0.0422541214878492,0.00689824367022831,0.004003574551171,0.00759120419657814
28,0.0258805693864765,0.0143655964102239,0.00502157845569313,0.00934777677601738
29,0.0234434839621971,0.0102700843685106,0.00687105906518244,0.00680088213148654
30,0.0315338606923401,0.0138844464845074,0.0095613226425421,0.00887857393072662
31,0.0395463186324384,0.0116793885257841,0.0094561563497686,0.00867897839092617
32,0.0790005506960556,0.010217687310312,0.00622836846373753,0.0108187685536098
33,0.108199192640952,0.0146071689257365,0.00528291299721214,0.0132876759047567
34,0.102324767865119,0.0139075783179446,0.00687121019610686,0.00973174083927461
35,0.0601772461029855,0.0246982283303742,0.00769322503251997,0.011531025879912
36,0.0605370589486101,0.0220823355423491,0.00954460950000977,0.00869126847091724
37,0.062864605640384,0.0189635187522303,0.0124938836465168,0.00869529819772588
38,0.0546311080251601,0.0155036347856781,0.0116509437456121,0.0108636111970515
39,0.0361369622755141,0.0214764924311713,0.0154273670215286,0.0148454492424365
40,0.0323579445303288,0.0153529000419376,0.0139391493098207,0.0108619933264018
41,0.0426619145695753,0.020550368697932,0.0129858446599785,0.0117734103633218
42,0.0382089260464302,0.025811815940124,0.0174843295562021,0.0149456850210451
43,0.0436288394110083,0.0300787056097858,0.0128227342534885,0.0187495849266928
44,0.0413026814455727,0.0337784336215347,0.0130696434335816,0.0192066777456189
45,0.0264859463452522,0.0478012558234859,0.0118274058711031,0.0209306953122446
46,0.0246004950669452,0.0313535117970024,0.00992183346409426,0.0207701137159329
47,0.0239123854990597,0.0361903882285611,0.0135141876134666,0.0231545653725415
48,0.0325225762381894,0.0274037968953319,0.011277214963334,0.0183607868544797
49,0.0401384313514371,0.0217449031885011,0.010181645475618,0.0152021377282591
50,0.0365563044048646,0.0194879596078527,0.0105185888904392,0.0110194086407431
51,0.0333165645794229,0.016765563321432,0.0120978922722121,0.0106812378643843
52,0.0241507049606643,0.0112133667003813,0.017014568428094,0.0100297333287632
53,0.0328808730251349,0.0114281636987991,0.016132255000262,0.0100665364034841
54,0.0385365594214083,0.0100837731707361,0.0147656229733043,0.00960898775711493
55,0.0309742977322129,0.00779864330460765,0.0186791316713964,0.00902297963403321
56,0.0282839451099278,0.00606529745573241,0.00531583292151847,0.00832467090497264
57,0.037282252453367,0.00576714920878989,0.00636836595360294,0.00752255808656993
58,0.0503582669767188,0.00655953241352595,0.00727511272503785,0.00961651957949021
59,0.0312749970145333,0.00482891822053454,0.00413167008928057,0.00562454091064947
60,0.0199671505259003,0.00365667191629329,0.00262148177732726,0.00350686094932988
61,0.0283755992705889,0.00416818511937786,0.00316335466547818,0.00331014844914864
62,0.0313432586217265,0.00585515886911637,0.00339535308686768,0.00375674090352415
63,0.035323850070971,0.00646737527158074,0.00358563474867434,0.00346586001268166
64,0.0191660419534225,0.00761142014246952,0.0047396771539142,0.00423848851952981
65,0.0157782752593398,0.0083283840514606,0.0052160263082235,0.0051435128667334
66,0.0136021780441282,0.0101352208885155,0.00728217752258708,0.00619618980810108
67,0.0137098597613549,0.00965088691912587,0.00759097241393255,0.0047654718260178
68,0.0154755604946227,0.00921021722514813,0.00980492678551536,0.00461304301245733
69,0.0282128291926551,0.00825279076281421,0.00650071066276124,0.00578544782598939
70,0.03679053894121,0.0092268967156955,0.00733705286586262,0.00748014462062378
71,0.0296681441629592,0.00890493883203053,0.00677016563873826,0.00960177569368338
72,0.0239943158978654,0.00733291403556595,0.0102071248660471,0.00920463163658531
73,0.0390751746379386,0.0110673427589628,0.00767661819365805,0.0129768339039112
74,0.0495290284383519,0.0112743702225428,0.0092921088534042,0.0130153342671672
75,0.0737246498563752,0.0124874517360981,0.00996583522327478,0.017194832759387
76,0.0480415323908346,0.0172461312450596,0.0125836240175811,0.0206251133855981
77,0.0548010594328314,0.0139098379009579,0.0111839960856996,0.0182522312288885
78,0.0710239095506287,0.0184924319236697,0.0103002960779179,0.0188087686086955
79,0.0722307816519153,0.0143062604760302,0.00929780444630191,0.0164022373934165
80,0.0442715741297938,0.0096515993673138,0.00489463228344492,0.00926848464363698
81,0.043098299331127,0.011265108763234,0.00609851967736857,0.0115904585712284
82,0.0587562613411985,0.0116104606011138,0.00674986736698489,0.014508093864294
83,0.0484060385278608,0.0101536326133698,0.00620805864727727,0.0164775031225963
84,0.0615037650947498,0.012754466383272,0.0062129791386849,0.0158373534380154
85,0.0493635895825902,0.0156271372563286,0.0060578043907172,0.0162131535567433
86,0.0305583675382387,0.0260447966698648,0.00627725684310234,0.0180997138343846
87,0.0210125411073351,0.0305873334880947,0.00830538608275339,0.0199367021252534
88,0.0139208534505664,0.0435671733349379,0.00798551504440769,0.0216598268498518
89,0.0130443619074309,0.0319097094078135,0.00279638251503494,0.0184857903518645
90,0.00935218112648484,0.0345208344579867,0.00455685023135509,0.0193882564815594
91,0.0107341690090154,0.0276845876065033,0.00582394920178012,0.013319071429665
92,0.0199751192553112,0.0203663766962619,0.00419911895221069,0.0150920420376802
93,0.021098379104846,0.0156614209715583,0.00452746467764513,0.0131409417527563
94,0.0192117679697373,0.0171345378525282,0.00555852888990108,0.0150181067562796
95,0.0125663395525606,0.0212749555476788,0.00761795932001762,0.0165258974824485
96,0.00854451072473123,0.0256528276933753,0.00952464331596419,0.0180852339704241
97,0.0127604913412783,0.0244732652617942,0.00889383220641179,0.0195420048280523
98,0.00848541666542234,0.0155305644570051,0.00470622136328224,0.0107524309211726
99,0.00791194379367346,0.0191177703201136,0.00590232544273419,0.0122398848301442
100,0.00907553695217429,0.0162172750577518,0.00688165748281223,0.0115845062606515
101,0.0106592437502654,0.0145151176118694,0.00843743285833291,0.011048300269715
102,0.018974105664083,0.0122589007530537,0.00579310335324786,0.0133246893800282
103,0.0180878687227996,0.0141146688303529,0.00686414024265899,0.0150514854582744
104,0.0183578416786672,0.0136927260829514,0.00818588982741661,0.0106987399889678
105,0.017280806062574,0.0173487489176736,0.00843741283727293,0.011452183690799
106,0.0118640393530177,0.0115463752731206,0.00483068635496422,0.00646604377168139
107,0.00814498529043096,0.00810665635371045,0.00307090662298873,0.00394779155708337
108,0.00968093322101145,0.00724279538541459,0.00372663460383229,0.00413714742970868
109,0.0181283702079404,0.00666530692087891,0.0030320875289609,0.00556208106895079
110,0.0109318195739651,0.0140549515867005,0.00370920866342534,0.00677838507492889
111,0.0125246092704782,0.0178379472341589,0.00400548346000469,0.00855196224520371
112,0.00786235384877211,0.0282096157364599,0.00469931287571935,0.00942055417833777
113,0.0146111947123293,0.0206708989046582,0.00356092307067951,0.0102359082304361
114,0.0130307146608057,0.0247439455357312,0.00540391410209979,0.0116140766691199
115,0.0171289112580249,0.029664531262333,0.00525738706375156,0.0112268762577002
116,0.0240991511087345,0.0207532902760378,0.00362708729436038,0.0114867554568431
117,0.017639595022219,0.0232594827447601,0.00371929611089713,0.0108916687755202
118,0.0109714328854785,0.0324983951499551,0.00409442527897311,0.0114791734982905
119,0.00706885383407237,0.0422203844138838,0.00453385512751907,0.0120345569669147
120,0.0130364265728587,0.0287758421616014,0.00339450015426551,0.0125293203764671
121,0.0164041924031102,0.0222937981890522,0.00390166125037954,0.0101098011863069
122,0.0111396206362096,0.0171370951215036,0.00159837610016809,0.00901137946683117
123,0.0138345886607401,0.013819171472361,0.00230770947670205,0.00750689090714211
124,0.0110216881132209,0.00923742797556575,0.00365867953167968,0.00507170284285386
125,0.00950509835380181,0.0123296207912883,0.00608185633099765,0.00644799637149647
126,0.00630551608932973,0.0158333111138481,0.00878075013403644,0.0082580307550451
127,0.00435876759501576,0.0196305692474061,0.0112774596456114,0.0103718875274277
128,0.00696177920829133,0.0246201632652022,0.00813522764473795,0.0130185989144636
129,0.00643408764426436,0.0179842198063164,0.00749187538307077,0.014529783450888
130,0.00769227849497636,0.0187395523337585,0.00853783720369831,0.0165122360270011
131,0.00935505371831217,0.0218410087688242,0.00809257584225416,0.0170604012659706
132,0.0131347879624221,0.0266316847538214,0.00785400861209212,0.0172185490615532
133,0.0165747239711568,0.020720911529666,0.0083951415564006,0.0153347545242785
134,0.0221738950859946,0.0170856767885224,0.0087999083111447,0.0133328501596215
135,0.0301400253541784,0.0224831482389603,0.00721043711372165,0.0164383632346106
136,0.0266513050672272,0.0253524834280089,0.00743368451498834,0.0167093480237387
137,0.018253558072238,0.0158647475598564,0.00423394276876876,0.00928777720343426
138,0.0243012897673555,0.0138404743914608,0.00601480134071571,0.00924254728167121
139,0.0470020214427247,0.011567621231769,0.00445617678003968,0.0114719163996447
140,0.0464502102714923,0.0116251226592953,0.00603665493196676,0.00861637056907074
141,0.0386090565511853,0.0105441995567384,0.00620170397271844,0.0107633833462892
142,0.0575177099023204,0.0106184342520102,0.00662515837416396,0.00849269056092703
143,0.0601162177718428,0.0109748794779987,0.00712552433779652,0.0110622319772691
144,0.0341316287590311,0.0183587697144811,0.0072390661373327,0.0131965087252835
145,0.0244004336800271,0.0141922090240015,0.00261161264942161,0.0117057116427632
146,0.01496093398663,0.0211579576133187,0.00339868529031583,0.0132325640977872
147,0.0124190852536446,0.0162093196641762,0.00146407288953317,0.0116799489162358
148,0.0150398690408093,0.0176007970131835,0.00195224973674348,0.0139246013527474
149,0.0150363088829909,0.01913155118905,0.00240323074301981,0.0133338877589414
150,0.01580904137889,0.0203932182538307,0.00275297623776984,0.0129819090306343
151,0.0242961302304371,0.0237336818148934,0.00267500568592412,0.0144723124952131
152,0.0159423109073419,0.0141831893516809,0.00171502865098909,0.00792278078996248
153,0.0143299828887097,0.0118584909457568,0.00195541264282764,0.0100623454458906
154,0.0186007994781282,0.00969674352289244,0.00253962272303604,0.00859569543911465
155,0.0156002026513368,0.00711985768521718,0.00471557754527206,0.00834762548325108
156,0.0151231839779951,0.0105779800322486,0.00575591859478276,0.0102648552500797
157,0.014520359185761,0.014532735650557,0.00675473281885291,0.0121234427498257
158,0.0156949952103722,0.0143018107284192,0.00791301687316318,0.00943334600504861
159,0.0143445324024467,0.0124350730480894,0.00758918956384307,0.0118780651784618
160,0.013532823137141,0.0169356004597286,0.00919504958314022,0.014408862876049
161,0.0196434982487038,0.0182110726986753,0.00893089517258589,0.0121704856512573
162,0.0172877685361592,0.0167340290352408,0.0094680303966008,0.00951717194904483
163,0.0217230881505204,0.0186363567919427,0.00899190978049646,0.00828503950540716
164,0.0173767051630812,0.0164216516833789,0.00972534644946154,0.00671707683986028
165,0.0103146929871755,0.0202689127672436,0.0128592731397907,0.00954771789477102
166,0.00629223273109418,0.0311683710976899,0.012146363857592,0.0119671350243422
167,0.0102159425489738,0.0229147798195719,0.00754488694762898,0.0141910735750186
168,0.012717855170515,0.0224703261091947,0.00774700138626024,0.0165473680981272
169,0.0102350758668558,0.0143740829197988,0.00816200934579551,0.0105333092806145
170,0.00750241699568679,0.0111562447233454,0.00289284447954186,0.00936863248489889
171,0.0109774549594391,0.0130388055943237,0.00352157523149907,0.008426605008007
172,0.0116436989518635,0.014758901774569,0.00389393045848068,0.00760243989087322
173,0.0080951875751953,0.00897446544669496,0.00485417305403476,0.00535301084627914
174,0.00646607894817717,0.0111355091882051,0.00652848024100341,0.00682089354455621
175,0.0055054994208623,0.013369095128616,0.00692655384321098,0.00805870379466853
176,0.00520783530231152,0.0155441528857932,0.00824712699768812,0.00972084473149066
177,0.00358304240558324,0.0185219652370397,0.0104994750459883,0.0124393186966332
178,0.00334903581037901,0.0118411637549569,0.0100068789722066,0.00860409037763369
179,0.00526007189709078,0.0124602117196237,0.0103590267540098,0.0130068567068824
180,0.00339460992889083,0.0209949113756264,0.0103743606277292,0.016048511790444
181,0.00376375230750612,0.0121592031763763,0.0142872378868988,0.0143888879214956
182,0.0038512860978978,0.00965359499072749,0.00436632290902655,0.0128967261692847
183,0.00532561547276026,0.0130714456556276,0.00473471315058542,0.0135940917084776
184,0.00780265005765154,0.0128285675223546,0.00558627986739342,0.0158239710657902
185,0.0109137660565273,0.0164326741071341,0.00495790555418666,0.0187751034188905
186,0.0156724076776042,0.0177023233496274,0.00536144241106062,0.0161635689038126
187,0.0111807875385702,0.019113535663853,0.00763359300202953,0.0186041915165211
188,0.00961940062844844,0.0194586273242563,0.00744937730769466,0.0178966526376683
189,0.00604431624419972,0.0210900302464824,0.0086416466473516,0.0186566808237289
190,0.00593289665972456,0.0206265810728269,0.00860008262913349,0.020007456915947
191,0.00580835437993266,0.0219446725434362,0.00752119632455598,0.0189707129182605
192,0.00590951155268165,0.0119609003636248,0.0101118593468877,0.0146396693274942
193,0.00595762697794151,0.0154308533604508,0.0101932916095414,0.0152999364568068
194,0.00424222856704634,0.0103842223717536,0.00528882697776376,0.00859540729033179
195,0.00475258157353819,0.0105502929585521,0.00710243050696924,0.00694141659427264
196,0.00516061178179572,0.0109095903355213,0.00973099165466851,0.00587256907342712
197,0.00516109947857271,0.0147838382337091,0.0145067022832004,0.00765949203278047
198,0.00605720983093059,0.0123181994875546,0.0135793361686373,0.00760776321616668
199,0.0105386171392084,0.0107720882203608,0.00810748709575511,0.00954727450380498
200,0.0107933556207341,0.0146737997821541,0.00741717197099348,0.0121521385926997
201,0.0134058539818305,0.0128115644334904,0.00783463491502029,0.010289412554843
202,0.0127956786575002,0.0165398961758711,0.00729541732306837,0.0127546976367937
203,0.0112662587218814,0.019852006241612,0.00847192030204942,0.0126208393719914
204,0.0115901916045633,0.0151753757037281,0.00811499501567384,0.0108067760602383
205,0.0163576850334698,0.0122477000667692,0.00543272215263225,0.0121903668656638
206,0.0130871593928717,0.0157434507920012,0.00779099776156137,0.0140049464993809
207,0.0122394455931185,0.0168012920416524,0.00790054952356023,0.0147284488573656
208,0.0118544463671229,0.0186103622480185,0.0086315922305697,0.0150930233296003
