"","Mean","SD","Naive SE","Time-series SE"
"NBbeta.mu[1]",-0.0375966720338227,0.0037797236826557,1.19525357632715e-05,3.98342406499895e-05
"NBbeta.mu[2]",-0.00153203084436371,0.00125434113208572,3.96657494022498e-06,6.71086075267348e-06
"NBbeta.mu[3]",-0.0771778221768062,0.0337668809732627,0.000106780253355313,0.000141546496496276
"NBbeta.mu[4]",-0.00422182969665688,0.00294390629323399,9.30944910472293e-06,1.43771654359289e-05
"NBbeta.tau",4.7322861555135,3.20694461229396,0.0101412493048545,0.0173289715900718
"intG[1]",4.11828047581959,5.03793366694618,0.0159313450883941,1.64170731265132
"intG[2]",4.19133265610005,5.04145543360811,0.0159424818924334,1.64495015320706
"intG[3]",4.23951425765194,5.0434230407138,0.0159487040124277,1.62030311088076
"intG[4]",4.24298436590495,5.04436293800898,0.0159516762286471,1.62934740734649
"intG[5]",4.29690121125827,5.04856889566426,0.01596497663458,1.61942795822755
"intG[6]",4.03283236577914,5.03229561439974,0.0159135160007796,1.63448437114716
"intcpt.mu",-3.65961770198115,5.04328949881198,0.0159482817158549,1.58029588414162
"intcpt.tau",1.56570823372893,0.636763581987647,0.00201362325012833,0.0031048097528079
"intcpt.yr[1]",-3.82786193820564,5.04110450651851,0.0159413721635376,1.58166099669286
"intcpt.yr[2]",-3.84752861501992,5.04080429304808,0.0159404228051868,1.55716720985216
"intcpt.yr[3]",-4.81393512312774,5.04705057780454,0.0159601752919312,1.51896422255599
"intcpt.yr[4]",-4.0525799505447,5.04119049210448,0.0159416440738352,1.60639841696658
"intcpt.yr[5]",-5.36317943217052,5.03892319759478,0.0159344742590582,1.47638941081517
"intcpt.yr[6]",-3.69187427815708,5.04019745585843,0.0159385038174986,1.63444421673683
"intcpt.yr[7]",-3.02565290438901,5.04003703416285,0.0159379965195545,1.63632915840639
"intcpt.yr[8]",-2.62518684606216,5.04074178585485,0.015940225140086,1.63390258837317
"intcpt.yr[9]",-3.38494830629874,5.0426661073943,0.0159463103791012,1.48851183167598
"intcpt.yr[10]",-2.88269748923901,5.04288209962284,0.0159469934065003,1.43028871569092
"intcpt.yr[11]",-3.74769178091692,5.03746932457873,0.0159298767088988,1.46577828802287
"intcpt.yr[12]",-3.28031746999587,5.04284514853694,0.0159468765569069,1.48608202458902
"intcpt.yr[13]",-3.03260582822892,5.04340790665676,0.0159486561543372,1.50477848051591
"slope.mu",0.832754602638217,0.0930668347647158,0.000294303172479043,0.000330763422237425
"slope.tau",10.6125462211836,4.17873138117657,0.0132143088945392,0.0143015923526079
"slope.yr[1]",1.05962732013301,0.0434345489972326,0.000137352103973437,0.000683304500790362
"slope.yr[2]",0.904293336883307,0.0322618244054636,0.000102020846593673,0.000492835423579892
"slope.yr[3]",0.87117615812189,0.0353683309789762,0.000111844482932258,0.00056299788517293
"slope.yr[4]",1.0072225049896,0.0302988207728581,9.58132840594549e-05,0.000324098460855433
"slope.yr[5]",0.585963898460806,0.0515840665265753,0.000163123141197629,0.000743837890062775
"slope.yr[6]",0.904510410511624,0.0504232197814908,0.000159452221468769,0.000286640958541558
"slope.yr[7]",0.696378952520429,0.0379818063033013,0.000120109017565772,0.000237790145659087
"slope.yr[8]",0.742752970719165,0.0372434550280217,0.000117774145822599,0.000322241635879219
"slope.yr[9]",0.852927015341095,0.0425095983610858,0.000134427153239992,0.00058605205374786
"slope.yr[10]",0.800680476533043,0.0421996755242408,0.000133447091176661,0.000614747615481341
"slope.yr[11]",0.913863733075372,0.0411251488111602,0.000130049139356632,0.000674663653818107
"slope.yr[12]",0.781901867882752,0.0439796389365691,0.000139075829711384,0.000738056588511922
"slope.yr[13]",0.706420163166041,0.0386853426386027,0.000122333794802013,0.000584772491471363
"tau",1.26076239729598,0.0482239546505974,0.000152497534476557,0.000418579547080108
"tauGroup",62.165934541151,88.4036758349812,0.279556969169728,1.99755407061321
"tauSize",-0.139272292390933,0.0125806620601473,3.97835465829318e-05,0.00011020788202698
