"","Point est.","Upper C.I."
"NBbeta.mu[1]",1.00070825819008,1.0036098259662
"NBbeta.mu[2]",1.00056409386907,1.00168224267996
"NBbeta.mu[3]",1.00024749169458,1.00127979349563
"NBbeta.mu[4]",1.00067598598003,1.00266499784567
"NBbeta.tau",1.00052859100494,1.00138781414491
"intG[1]",3.09133029117595,17.3054561066609
"intG[2]",3.09295356869363,17.3143605040486
"intG[3]",3.09448515786498,17.3270147057906
"intG[4]",3.09410335204419,17.3235375948321
"intG[5]",3.09729060539635,17.3426047590635
"intG[6]",3.08750967193926,17.2780883816972
"intcpt.mu",3.07650220491215,16.8335941533431
"intcpt.tau",1.00006462793397,1.00006497081941
"intcpt.yr[1]",3.08442586228984,17.1298877181226
"intcpt.yr[2]",3.09081841565293,17.2096246315
"intcpt.yr[3]",3.08711235345256,17.1667384520885
"intcpt.yr[4]",3.09059788960791,17.2680615237492
"intcpt.yr[5]",3.08450131665305,17.1014378484576
"intcpt.yr[6]",3.09116484959591,17.2651477034557
"intcpt.yr[7]",3.0902337388769,17.2527137067433
"intcpt.yr[8]",3.08993526619129,17.238423302573
"intcpt.yr[9]",3.0756705948517,17.0658356557054
"intcpt.yr[10]",3.08338021506979,17.1094448707808
"intcpt.yr[11]",3.08711866921623,17.076107786054
"intcpt.yr[12]",3.07795184300721,16.9759013397355
"intcpt.yr[13]",3.08090988380618,17.0324405267843
"slope.mu",1.0002432301298,1.00127355907234
"slope.tau",1.00001377454616,1.00012908187983
"slope.yr[1]",1.00145953854562,1.00732440464183
"slope.yr[2]",1.0006393788984,1.00316179545202
"slope.yr[3]",1.00018622709657,1.00089011638612
"slope.yr[4]",0.999991887725916,0.999991941579108
"slope.yr[5]",1.00172043380861,1.0063281346381
"slope.yr[6]",1.0008668489811,1.00438019468544
"slope.yr[7]",1.00199605119727,1.00997473845255
"slope.yr[8]",1.00057797111526,1.00250977914116
"slope.yr[9]",1.00354450472477,1.01755285293938
"slope.yr[10]",1.00200533456267,1.00833122064929
"slope.yr[11]",1.00094193468629,1.00457831844286
"slope.yr[12]",1.00035548750581,1.00184293935486
"slope.yr[13]",1.00008936292554,1.00034460110949
"tau",1.00011021810499,1.00012999875397
"tauGroup",1.97870046178383,4.8056242969199
"tauSize",1.00003826755465,1.00004618987016
