"","V1","V2","V3","V4"
"1",0.681883785137996,1.42746135171059,1.77986781489202,0.982072028053965
"2",0.353856261338885,0.452474305320018,0.410491099346045,0.102644969343705
"3",0.400580604384662,0.613118516323737,1.11565958390749,0.598353422823376
"4",0.152883591768252,0.137832914489401,-0.280189855408064,-0.00564968910656809
"5",0.000320800636898036,0.269737550612367,0.335572331260398,0.721985249383427
"6",0.455822139981794,0.240543546392481,0.541982546528144,0.273636867650252
"7",0.0133633877387889,0.473299477226669,0.590948296624404,0.316847041690131
"8",0.264399543519491,0.552057314484668,0.784614928326572,0.771089691791511
"9",0.438350037816803,0.538940781351126,0.716576520040975,0.28970547911889
"10",0.175953936968735,0.29379049701943,0.405772537271759,0.464210140244127
"11",-0.0399186101578239,0.694149590753725,0.846933999151715,0.253298452824536
"12",0.756567325526451,1.08806719779082,1.29140347653575,0.799625565394079
"13",0.224351677852504,0.877024265281819,0.944436821570074,0.738563835802898
"14",0.526989498303084,1.21179219619703,1.51420856908036,1.05971992239309
"15",0.423027300224224,0.683441269905375,0.87031784167767,0.556306458095157
"16",-0.210614288513048,0.395463780373117,0.622278654124328,0.248990561197766
"17",0.0784597049297023,0.581533979972186,0.738291547151118,0.605546434618634
"18",0.457207727396622,0.652190670601481,1.27963756570424,0.481247867975066
"19",0.602838241382991,0.660856551881345,0.904534778366507,0.370931443487734
"20",0.090407147760758,0.29556966592824,0.509067024272888,0.320572915100986
"21",1.1836579351017,1.85323645872665,2.31342389039024,1.45117614165949
"22",0.161324454208875,0.115668141056146,0.152780691268619,-0.355979465000456
"23",0.475486127646132,0.650345885679178,0.888099140381653,0.30698206928794
"24",0.412357912136696,0.365837105830394,0.538454310202454,0.141077123756971
"25",0.222372019958092,0.231942982146494,0.318747711063456,0.013403124629699
"26",-0.0874309191094949,0.0958452220193984,0.323539624123927,0.190372034039537
"27",-0.128782352087852,-0.528331621790185,0.00874180644697393,-0.123006255196706
"28",0.753325445249091,1.12783747512819,1.57448399466362,1.00775927424075
"29",-0.0806695076566914,0.207703346018553,0.0770543242138517,-0.00379828911285366
"30",0.286400873778632,0.707258719100369,1.30596189257119,0.946768534112088
"31",0.246032838232336,0.340333502203993,0.311225005027224,0.661320712613891
"32",0.269037107412652,1.03573347850638,1.18380548296473,1.14457692027851
"33",-0.20790750525612,-0.118128018591308,0.0136675573126471,0.0235133594101389
"34",0.359551100897703,0.195825435207966,0.385357022091834,0.482050218910975
"35",0.140739366325011,-0.12402933720185,0.0676973615047554,-0.12906680628643
"36",0.579921524981777,0.667299996575817,0.975256139993505,0.57367643851514
"37",0.461911539161028,0.510667313398523,0.562581142584715,0.119210275761349
"38",0.122983758343864,0.664065582178529,0.770226963680312,0.308463439738649
"39",0.348769006126951,0.470887907158658,0.446452261990036,0.351889160052957
"40",0.400215056619059,0.322235037441734,0.386613776476948,0.815004485899534
"41",0.0855559544332976,0.727482795388963,0.333890150185402,0.356869416496509
"42",0.484301144661865,0.750012323906918,0.907327019716009,0.693887103278329
"43",0.122030932494489,0.19153683691401,0.303640607065656,0.220633256290277
"44",0.128740967670863,0.638789764335559,0.427842201927586,0.164418244603295
"45",-0.0239767103282721,0.405211451897632,0.788777082190058,0.33112224508737
"46",0.220790375111466,0.993118436103102,1.30533680556518,0.74827159725081
"47",-0.155115111949702,-0.155948251562553,-0.0206780476338679,-0.124210062283408
"48",0.286862811020277,0.464836488691487,0.802664065806833,-0.118433546881462
"49",0.0441533777390081,0.814194245626087,0.921464841870729,0.795173681369269
"50",0.180254980958499,0.376181403755928,0.359971526163478,0.0528734107399099
"51",0.187275274980488,0.549649060103551,0.761910711568343,0.275810970220718
"52",0.493351507589562,0.856920574758454,1.28553175452729,0.682547973136007
"53",0.542107913934006,0.773377485617514,1.12995332702583,0.375579155277912
"54",0.0628307352673289,0.353565582401507,0.3271669772337,0.253054984199041
"55",0.273020156244249,0.314493490650192,0.382833910610507,0.493376589165633
"56",0.36000851315162,0.56357355646243,0.694706666784255,0.52138978679413
"57",0.318690514618806,0.532065264503985,0.72516181350105,0.345990747929297
"58",0.108932090315549,0.56665246126505,0.481847599577267,0.16946969186335
"59",0.370745646051545,0.25527922797886,0.571303992139024,0.0881969029140709
"60",-0.234659712894011,0.390484087584986,0.354468606156264,0.591066736838064
"61",0.321741017081471,0.501239214993511,0.503038034635403,0.523643146731761
"62",0.204269070418965,0.511982400655858,-0.149298147399033,0.739731925628684
"63",0.303779678853565,1.12836559017219,1.28931411456746,0.4589966446468
"64",0.223232514879584,0.774637775190659,0.92979284133912,0.447707553027826
"65",0.293058578098797,0.487905376745744,0.575263230303552,0.566364469617602
"66",0.0554860915455756,0.646754814446394,0.451765546494901,0.635655180594246
"67",0.373712578204505,0.792823078552861,1.1284201510549,0.568609192074857
"68",0.165698103021146,0.407892293551863,0.124782036526792,0.0435432044299914
"69",0.0884116008251633,0.277623553351085,0.421177824344823,0.178059940883832
"70",0.676343951961654,0.485831175050705,0.992743799387464,0.928043724809862
"71",0.175594822608968,0.0323237283036319,-0.105574473105228,0.0402236824973084
"72",0.509268965972874,0.650593523243735,0.973548427081365,1.06823288098815
"73",0.402497927745641,0.673957618261378,0.679266229507382,0.321457412845266
"74",0.062889154992073,0.0182814862582093,-0.00367416749790525,0.090026200768596
"75",0.12716597780151,0.489334284323892,0.870199275434393,0.539226675664439
"76",0.416629520994621,1.04686019908342,0.713124714176222,0.954791905036238
"77",0.161551858021232,0.559457959323945,0.797485458803013,0.322360962488692
"78",0.404984267467642,0.850616671219725,1.28693580989715,0.187108165619099
"79",0.399767867863246,0.655942807762824,0.634680868063649,0.523241945307648
"80",-0.0554803702823021,0.440083924236547,0.71652698356139,0.426116479161485
"81",0.352723634075242,0.243279949918036,0.440238363371872,0.378886101313008
"82",0.437805591675158,1.05134400524068,1.36358297218444,1.12089013810571
"83",0.330458499127392,0.596894841097519,0.761758527252538,0.665037533193867
"84",-0.0446573128798556,0.0393772029862672,0.240901983534641,0.12699168088779
"85",0.480676474328791,0.422765118513744,0.519602302557847,0.318034355630407
"86",0.226542256566276,0.436729939058679,0.281305459816217,0.622003318341491
"87",-0.13109417074666,0.00247277011619566,0.232491125747707,-0.0661614140856161
"88",-0.120503317794019,0.312046158652901,0.465595243272386,-0.191602297817372
"89",0.34261038521854,0.855117609829347,0.936329366905201,0.439657211733646
"90",0.134111679135374,0.451203729012679,0.400611748668575,0.646227148650461
"91",1.06239966666668,1.64649269804813,1.84371201490784,1.72059553408728
"92",0.621001280087732,0.605193636861096,0.735215619919761,0.539950651395932
"93",0.290821571719352,0.251371355060404,0.992080782919087,0.586175725763911
"94",-0.115599730601028,0.232366524192897,0.436547214367306,0.172436847534007
"95",0.660896255053667,1.27025668302055,1.05400557975809,0.505246524105984
"96",0.258420109968462,0.600265711805633,0.79248317281348,0.676219600039894
"97",0.00363534473566717,0.295028076246752,0.648848479995346,-0.0563824794604334
"98",0.668295960929721,1.12426346534794,1.53002208174003,1.00707867609894
"99",-0.133452413798898,0.0880253291912077,0.145187538419559,-0.0494457177306087
"100",0.716390826175263,1.54257809145623,1.33708023980955,1.43195898733623
