"","x"
"1",0.573553684220575
"2",0.431368734969284
"3",0.8762851562092
"4",0.755093911416934
"5",0.275913388954801
"6",0.916822362104719
"7",0.38155946724332
"8",0.380562426424141
"9",0.530999451678998
"10",0.354875805971934
"11",0.240269938904318
"12",0.322419559335595
"13",0.636789103196918
"14",0.528522343738898
"15",0.77277025756108
"16",0.799725251000229
"17",0.863399263192048
"18",0.971472492970141
"19",0.247777138646344
"20",0.368066747993939
"21",0.416081817104711
"22",0.499142919545495
"23",0.338891328647678
"24",0.379325207403055
"25",0.822332516083476
"26",0.544175727877839
"27",0.709794537157766
"28",0.502171665000393
"29",0.401747101900867
"30",0.257926191218347
"31",0.812900501811567
"32",0.684607203261501
"33",0.331934243235251
"34",0.41673927135426
"35",0.73258548413328
"36",0.433630825429942
"37",0.518813533257404
"38",0.657563385049536
"39",0.449317182126386
"40",0.896999430291111
"41",0.493584662787599
"42",0.522616148099016
"43",0.40850639996827
"44",0.225345135974041
"45",0.593960789675808
"46",0.745184820433007
"47",0.353840224112434
"48",0.344975904003961
"49",0.409905340165355
"50",0.7665659790295
"51",0.451082841878695
"52",0.497701838813838
"53",0.395031092670235
"54",0.40792994643997
"55",0.645853685210182
"56",0.457644737793633
"57",0.451509914598589
"58",0.549761092986421
"59",0.305169246537297
"60",0.318550504135302
"61",0.25843334017167
"62",0.275191975106974
"63",0.254294585401179
"64",0.674327120327458
"65",0.355926289184655
"66",0.411072016024097
"67",0.41662521976626
"68",0.72399611786332
"69",0.73007709366066
"70",0.34664719056393
"71",0.205700616902016
"72",0.508116918554484
"73",0.762527732382524
"74",0.6555113854086
"75",0.64403894594866
"76",0.699127381571761
"77",0.272690423339702
"78",0.361054720166063
"79",0.577825109304307
"80",0.294672182978299
"81",0.906160448188831
"82",0.564001659365031
"83",0.276919863109252
"84",0.400887666151038
"85",0.593178230325075
"86",0.564682599537198
"87",0.446510799465062
"88",0.59096765111356
"89",0.296296953609829
"90",0.584498359213539
"91",0.884971854898694
"92",0.665644851867567
"93",0.35235931567781
"94",0.360996917364249
"95",0.26820144450633
"96",0.412205701566493
"97",0.668080021499833
"98",0.276563349614786
"99",0.987192246075518
"100",0.684526227755381
"101",0.774671207088554
"102",0.485837184792131
"103",0.340590710073821
"104",0.885068722453373
"105",0.729905000386167
"106",0.774571583882415
"107",0.253270191135675
"108",0.842885980739073
"109",0.461038849625523
"110",0.392001734201492
"111",0.803370176675222
"112",0.76508846015645
"113",0.35464538002798
"114",0.240564244507802
"115",0.819568078214513
"116",0.61423671978654
"117",0.321865573260788
"118",0.83358216825811
"119",0.732400203624891
"120",0.191962799923938
"121",0.269685685291041
"122",0.478929416903094
"123",0.833627424876914
"124",0.477259755459348
"125",0.249351905655277
"126",0.343456721941447
"127",0.575721391674039
"128",0.717183865274245
"129",0.804972583466837
"130",0.256838095464371
"131",0.553298874707277
"132",0.409432198544421
"133",0.615907612761029
"134",0.343119548732742
"135",0.739465536805148
"136",0.413141476086892
"137",0.731030486178063
"138",0.280911877064456
"139",0.483108157999369
"140",0.623294410242754
"141",0.354230335659732
"142",0.910082059060351
"143",0.315812316396206
"144",0.588528880475098
"145",0.671243552955908
"146",0.287352612140695
"147",0.614606120589203
"148",0.392465668461526
"149",0.329185647101599
"150",0.607549194971296
"151",0.44487560638704
"152",0.859858240479815
"153",0.355590922968884
"154",0.619136831200963
"155",0.484430981573498
"156",0.639626903091158
"157",0.488653262345998
"158",0.40939803324521
"159",0.738775045696306
"160",0.861296506804069
"161",0.501355327027373
"162",0.582406170284355
"163",0.30870197514431
"164",0.785478257422299
"165",0.747611904483372
"166",0.852883665826631
"167",0.381528672493989
"168",0.409695780202716
"169",0.360120172413482
"170",0.852225839140219
"171",0.488641080165776
"172",0.350058673952035
"173",0.494785200585066
"174",0.561310510535891
"175",0.797905138992656
"176",0.505832538836501
"177",0.976831382712402
"178",0.775919281114608
"179",0.460242937612842
"180",0.449126225354374
"181",0.66249110536874
"182",0.441209452877041
"183",0.471198132190522
"184",0.405933813605366
"185",0.319243101673491
"186",0.629171405738877
"187",0.589938095840824
"188",0.724958445343703
"189",0.691823034249975
"190",0.511035676204133
"191",0.813964214471347
"192",0.54136147744447
"193",0.586375118311318
"194",0.568035844114998
"195",0.27180159905261
"196",0.953459826133504
"197",0.586278903629048
"198",0.696293937449559
"199",0.63187089388742
"200",0.457463408149329
