"time","ARTR","HECO","POSE","PSSP"
1,0.0667530914740969,0.00343127146532608,0.00452738127107486,0.00386155046385023
2,0.0342838204345641,0.0029015743578413,0.00254053652894494,0.00287920228915005
3,0.0254364107860529,0.00300044364410218,0.00214127205207837,0.00278474265286478
4,0.0153861283321649,0.00372215933138891,0.00264881507403774,0.00271590079021978
5,0.0129110874399256,0.00440749851358779,0.00251565473587086,0.00407438558459378
6,0.0083490764667639,0.00298840943233839,0.00156401755683315,0.00181218186414087
7,0.0105546191138385,0.00440801056986547,0.00196030450892488,0.0023041294616303
8,0.011333184870162,0.00534974021679303,0.00343359827950615,0.00211429875895882
9,0.0149445200920525,0.00613617425373686,0.00627517703701181,0.0022645721776894
10,0.023191288108986,0.00942546572829,0.00647339150547552,0.00342230017666408
11,0.0248842126289815,0.0126695515657819,0.00719940966315643,0.00410455046255589
12,0.0228268987706092,0.00938222095638809,0.00854499595128966,0.00335612908412623
13,0.0157564003846134,0.0138221769009487,0.0125295758584257,0.0053523989818713
14,0.0159271841437395,0.0122939510704657,0.0111726367762535,0.00765004328871913
15,0.0262068736872948,0.0165110935656183,0.00900605448981454,0.0109046471588897
16,0.0244629053793588,0.0136818027603765,0.00851533821758331,0.0135923845554209
17,0.0156747580290904,0.0270742212389716,0.00893884599189935,0.0162940256711021
18,0.0179434960304426,0.0176384751239925,0.0128050868755821,0.0150198627210216
19,0.0132879694009163,0.0122626072421825,0.00649380531652907,0.00875244623939272
20,0.0223474666685202,0.0177328471514436,0.00589842603990801,0.0124958432300916
21,0.0298458425871571,0.0230076329547659,0.0061607469427487,0.0134023904670766
22,0.0332154547316073,0.0265536468173257,0.00598655489143078,0.0168693395766394
23,0.0209745783044178,0.0390894398108137,0.00649892597389004,0.0182329122973983
24,0.0282968490085912,0.0294064978936953,0.0069933414754549,0.0147858428899036
25,0.0300068250339279,0.0323989033609634,0.00660658910754572,0.0177382924116833
26,0.0268628918885864,0.0348078249903848,0.00667795843496783,0.0167823313219656
27,0.0267975933542901,0.0363626151395525,0.00660227046049772,0.0160407788342931
28,0.0265059542642382,0.0367196664494074,0.00745306948443784,0.0157400523258732
29,0.0305663515112021,0.0262880344496583,0.00776487599880042,0.0134502656868341
30,0.0426929953979309,0.0249990205533129,0.00813532280495101,0.0150838625312053
31,0.0441657634685754,0.0274630403149091,0.00727894960564354,0.0183569110007315
32,0.028863047192967,0.0302806790062244,0.00951043065269086,0.0188084707092986
33,0.0465327940982223,0.0215553103515912,0.00613081805155796,0.0198124792106583
34,0.0406651107398117,0.022076886414439,0.00675439824903218,0.0206380762278153
35,0.0421948719979929,0.0240260739091845,0.00596938712819204,0.0229937725998655
36,0.027014841461536,0.0149715596789817,0.00339861082895435,0.0118787957260494
37,0.0341130165743426,0.0124723577137699,0.00418957919806505,0.0101413163170855
38,0.0272012837653769,0.0109042526636836,0.00420789857796739,0.0119511741875284
39,0.0165117277103996,0.0213295490403747,0.00480075859884507,0.0132759479311992
40,0.0240917431924999,0.0229220489536392,0.00507506628873078,0.0111259143988467
41,0.0182032331543349,0.0147844554069629,0.00582039949577458,0.00738120082607073
42,0.0182848280466393,0.0137683422427271,0.00859493070030574,0.00767807070364786
43,0.012132130747811,0.00963894548958768,0.00511095879504449,0.00467802420442259
44,0.00826784265488937,0.0139533477491788,0.00826540524300805,0.00676491366071412
45,0.00581679092738973,0.0096765605550165,0.00474444657977472,0.00419975592449006
46,0.00707122103424341,0.00850341950924527,0.00533349052824895,0.00441828928632051
47,0.00935792278408076,0.0117904040094034,0.00560608968099172,0.00503907888314139
48,0.0101382154392419,0.00980741312726671,0.00583592150633595,0.00495749401242987
49,0.0142234520762105,0.0111188698648337,0.0059893948342558,0.00458569926525337
50,0.0111888898695941,0.01231304356334,0.00668798157994516,0.00566530848627834
