"","2.5%","25%","50%","75%","97.5%"
"slope.yr[16]",0.637691939569398,0.673883811121759,0.693035476719999,0.712362859233883,0.74906478469341
"slope.yr[17]",0.63075824344785,0.698010320043544,0.733171301175515,0.768869591232511,0.83656960951201
"slope.yr[18]",0.569640220847261,0.635452736791726,0.669683105480883,0.704162788596428,0.770254933782072
"slope.yr[19]",0.415098194063379,0.48584188939345,0.523719906306997,0.561911851099006,0.634621510105467
"slope.yr[20]",0.565621289043626,0.636541556715293,0.673490573658974,0.710143089892824,0.780802352480414
"slope.yr[21]",0.495082997542194,0.599745488993983,0.654627634654143,0.709426403319306,0.815237775589221
"slope.yr[22]",0.445935469623228,0.523479145452589,0.564325370625181,0.604877842289159,0.682587744366103
"tau",0.870981181091301,0.906399398143106,0.925837951510173,0.945866199405099,0.985647063355749
"tauGroup",68.8759224601305,274.974529136525,520.752168354873,944.088922104041,2499.64461091713
"tauSize",-0.166359714866737,-0.135172644076466,-0.118692861947276,-0.102309522429059,-0.0710710918034804
