"time","BOCU","BOHI","SCSC"
1,0.0667530914740969,0.0177426990335324,0.0667530914740969
2,0.00726557780928318,0.00646100444982392,0.0363014034253966
3,0.017070441477715,0.00530140025515286,0.0276970917898828
4,0.0115184855341824,0.0077292548771185,0.0842045209969438
5,0.0170797286335218,0.00855953236885041,0.0723760697423871
6,0.0324728446381651,0.00803505912916007,0.0713046630205639
7,0.0572459215767288,0.0200989476549419,0.0787165651514646
8,0.0175329569277527,0.00676906749243563,0.0785843882906792
9,0.0356860126220725,0.0171431505206985,0.0851484530374695
10,0.0513501773069285,0.0154914859112731,0.031275378060113
11,0.0213607735379145,0.0179910403475679,0.0801992802942109
12,0.0189217086928476,0.0213987525872518,0.0974195182151096
13,0.026205790234416,0.0151328782266429,0.0692806299166559
14,0.0247231615606124,0.0133811953264772,0.0719116761541063
15,0.0328856845032167,0.013722708292993,0.0649943759528806
16,0.0599956399926959,0.0164627099542767,0.0623178512019248
17,0.122640178859822,0.015805220304998,0.0779515823278727
18,0.0270095177566596,0.00570787393801409,0.0722668863187082
19,0.0230279998424446,0.00552223466360589,0.0684289105820242
20,0.0229974627352042,0.00337717389912276,0.0594857353335138
21,0.0217165082807386,0.00245653876192394,0.0324722956376849
22,0.0242168050381108,0.00196140883454254,0.0244662466066172
23,0.0131653218727585,0.00102082376975177,0.0343269271504084
24,0.0101682056509429,0.00179907883436456,0.107626479370417
25,0.0323854066190743,0.00177063973337137,0.0697905596240979
26,0.058843014980329,0.00195113680135383,0.08064090555308
27,0.0973040025073379,0.00260080828063323,0.0740210416252833
28,0.126941572168612,0.00664005873595157,0.0782342662126283
29,0.0582515450544773,0.00751799273657345,0.0865900340648903
30,0.0641850120789537,0.00666730100172252,0.126058046587711
31,0.0446381046475632,0.00932881140157795,0.115032587468328
32,0.0487138845877942,0.00685329560494541,0.07643089171133
33,0.0249849046678857,0.00439397628875061,0.0372073733089896
34,0.0401354123713213,0.00435717749082379,0.0356798113501091
35,0.0313674926727159,0.00703020193312095,0.0505484428212833
36,0.0475335534149622,0.00842666489405517,0.0533479220079298
37,0.0416883986080063,0.0128894100072048,0.0655433449107388
38,0.106261473145999,0.0118787831561016,0.0833656601793864
39,0.0326074509548269,0.0134269857970006,0.112693972875921
40,0.0313937307487271,0.0104819437047237,0.0766729313327421
41,0.0507440453576927,0.00950985640661243,0.07270037024957
42,0.040023008016601,0.00705715225658126,0.0821096917029484
43,0.0450826399479724,0.00788535709821284,0.0709928676176145
44,0.0127568903199591,0.0048105428835815,0.0562215879716692
45,0.0164079844396789,0.00312256223718886,0.051396357577093
46,0.0498592793284006,0.00393285000589007,0.068532890886446
47,0.0324451947471591,0.00580542724451191,0.0758962715818245
48,0.0551067553569363,0.00546394809389317,0.0712185904059001
49,0.0449029563968675,0.00914296034278992,0.0766539756094146
50,0.0596194137549502,0.00852906567454927,0.0649975491842184
51,0.0700140771000489,0.00878780556568162,0.113438121191848
52,0.0984975536667117,0.0100663596002411,0.0891651652496381
53,0.055681943043001,0.0164519886315155,0.126956519487473
54,0.0505112092699848,0.0120401936190216,0.0633567186633744
55,0.0406995581071158,0.0194242249856046,0.0988278552535949
56,0.0543434251069375,0.0149768275565021,0.0780267121928993
57,0.043777582080695,0.0207218599247384,0.0822938346943843
58,0.089282533496905,0.0177501961913941,0.0986245171699903
59,0.0771907668820443,0.0153070226385511,0.11891429329804
60,0.0865390713710703,0.0125642954162137,0.0666364738282613
61,0.0620051372010875,0.0198664458161612,0.0751748697620643
62,0.116667089312415,0.0184659526060581,0.0906289449886712
63,0.0591897459276563,0.0121660293888598,0.0885161078274553
64,0.0355073395487902,0.0162187565841226,0.0964077497925137
65,0.0195974869118706,0.014992399267122,0.0682328106744152
66,0.0197821850205871,0.014706649177189,0.054381470852906
67,0.0209066944024783,0.0148383365813693,0.0461752457024758
68,0.0117130963526543,0.0139275467989086,0.0409542962849564
69,0.0417604511148639,0.0151631356217428,0.0572097456863961
70,0.0359193992492516,0.0112697331338077,0.0447225994347376
71,0.0278352900624774,0.0166088184778974,0.0557287300374692
72,0.0264529484259213,0.0120061176578583,0.0443016872114438
73,0.0235480988719684,0.0117057441362032,0.047923441352696
74,0.0338104137683608,0.0126754050419385,0.0445487235938081
75,0.042383611489441,0.0146107766793581,0.0439657590195936
76,0.122410950010648,0.0148996825502449,0.0590234613683464
77,0.0774026199472411,0.0107178229843014,0.0436609322460326
78,0.0528949873768963,0.00845206142595929,0.0513742553147618
79,0.0865700497975415,0.0225944934703581,0.0578199642444312
80,0.0233857808791621,0.0197578640948381,0.043241910212188
81,0.0526681157992757,0.0162946362188002,0.0504211872556289
82,0.0475807196730855,0.0147708358953363,0.0402202550739835
83,0.0663358591363662,0.0177653094103299,0.0432931563151317
84,0.0316120074438281,0.0110360095678994,0.0245742630006972
85,0.044715340463583,0.0128812149939273,0.0260451438194069
86,0.034107802492352,0.0189196712978352,0.037284533182631
87,0.0255138027853143,0.0118405905862022,0.0237391628955572
88,0.0274502885247591,0.00983389520869377,0.0236526327842968
89,0.0584976951156085,0.013645947600211,0.0273958604314983
90,0.0248458517058792,0.00915387052987621,0.0214791613405385
91,0.0287535093814071,0.00786495849165313,0.0317534462978374
92,0.0510568037363368,0.00854977787763228,0.0352524994601371
93,0.043836925854711,0.00726472528339943,0.0309009745736788
94,0.0501204589277447,0.00776625243499655,0.0201440232679119
95,0.0830603123804973,0.00825967282524161,0.0178040076176597
96,0.0456273181725666,0.00870034136724345,0.0216889093148968
97,0.0251389347680811,0.00968589686246112,0.0208861578924507
98,0.00806719306842413,0.00620279832917353,0.0217834175762377
99,0.021856375242823,0.0179932559277342,0.0302193816233775
100,0.0283683811757712,0.0154126035404817,0.0199543041526792
101,0.014959591956689,0.0190825086161771,0.0685588698864718
102,0.0211580456693181,0.0193321563404329,0.0635002192611598
103,0.0122879079732625,0.00812286719528358,0.0118281914954652
104,0.0396005900274054,0.0107023290422863,0.0181731760554257
105,0.016036536009242,0.0117014364796819,0.0178660775397881
106,0.0379383956539911,0.013021180840873,0.0203749447665424
107,0.0249512385703172,0.0146443548415249,0.0194957641587233
108,0.0547149923556136,0.0379209010700172,0.0263479554344453
109,0.0154353144541304,0.0178595343143748,0.0249385703521517
110,0.0101205058886237,0.00746282495196388,0.0339440462563336
111,0.0144406601935184,0.00501629494036599,0.0337525441621027
112,0.00670975937019025,0.00366571110835546,0.0306468587186551
113,0.0177532490147326,0.00554759019779384,0.0344315543127911
114,0.0101414859159527,0.00813600853433477,0.0983921613429384
115,0.0463296007669266,0.00778353986386118,0.115200776579497
116,0.0355996097832003,0.00653866103336627,0.10449766374008
117,0.0317946046034506,0.00994522071779158,0.107091459511915
118,0.0211420380227277,0.00563713211599805,0.0457080596124114
119,0.0244271643283924,0.00364736606082251,0.0406543210121339
120,0.0157624344380586,0.00552390461665689,0.104340356121922
121,0.0195875674452666,0.00494840312096363,0.049773250530823
122,0.0326727895861088,0.00607781347938185,0.05645626044125
123,0.0311980939256569,0.00951539510756088,0.0718999596129529
124,0.0478484143507672,0.00924647709041963,0.0271838156077176
125,0.00796983438960253,0.00539334524609801,0.0261337148314673
126,0.00595444025992626,0.00317275011219817,0.00777433878966846
127,0.0112242495335069,0.00385907442056542,0.0109841828243621
128,0.0166594105552383,0.00810391737518554,0.0217579549259952
129,0.0225478317117526,0.00616640746781112,0.0307504548569717
130,0.0220636480865186,0.00441938575804722,0.0222679903221148
131,0.0264378940354762,0.00312234926360869,0.022245867592706
132,0.0284333044487387,0.00290132857183298,0.0215086409016976
133,0.0173359484336046,0.00237455822736374,0.0178727718780233
134,0.0235440045913354,0.00508023095950041,0.0330144704553989
135,0.0474412681316575,0.0057387652407373,0.0149883338645287
136,0.0597669737843657,0.00703570410223498,0.0191181261730121
137,0.0157629409554822,0.00413919915409595,0.020729501952197
138,0.0267167643679729,0.00421418844606974,0.0187707140745086
